,region_name,region_type,year,crime_viol_rt,hh_inc_med_adj,hh_u18_pct,pop_65p_pct,pop_num
1218,East New York/Starrett City,Sub-Borough Area,2011-2015,,,,,
1219,East New York/Starrett City,Sub-Borough Area,2012,,"$44,570",41.9%,9.7%,157832
1220,East New York/Starrett City,Sub-Borough Area,2012-2016,,,,,
1221,East New York/Starrett City,Sub-Borough Area,2013,,"$48,070",44.0%,8.4%,158183
1222,East New York/Starrett City,Sub-Borough Area,2013-2017,,,,,
1223,East New York/Starrett City,Sub-Borough Area,2014,,"$42,380",35.2%,11.3%,155863
1224,East New York/Starrett City,Sub-Borough Area,2014-2018,,,,,
1225,East New York/Starrett City,Sub-Borough Area,2015,,"$45,020",36.5%,10.6%,158756
1226,East New York/Starrett City,Sub-Borough Area,2015-2019,,,,,
1227,East New York/Starrett City,Sub-Borough Area,2016,,"$48,070",37.4%,11.8%,"160,769"
1228,East New York/Starrett City,Sub-Borough Area,2016-2020,,,,,
1229,East New York/Starrett City,Sub-Borough Area,2017,,"$45,790",37.3%,11.1%,"176,471"
1230,East New York/Starrett City,Sub-Borough Area,2017-2021,,,,,
1231,East New York/Starrett City,Sub-Borough Area,2018,,"$50,530",37.9%,12.2%,171170
1232,East New York/Starrett City,Sub-Borough Area,2018-2022,,,,,
1233,East New York/Starrett City,Sub-Borough Area,2019,,"$55,260",40.9%,13.0%,180811
1234,East New York/Starrett City,Sub-Borough Area,2019-2023,,,,,
1235,East New York/Starrett City,Sub-Borough Area,2020,,,,,
1236,East New York/Starrett City,Sub-Borough Area,2021,,"$60,220",38.4%,14.6%,178925
1237,East New York/Starrett City,Sub-Borough Area,2022,,"$58,660",33.5%,14.5%,"200,828"
1238,East New York/Starrett City,Sub-Borough Area,2023,,"$51,220",33.3%,15.7%,190021
1239,East New York/Starrett City,Sub-Borough Area,2024,,,,,
1240,Park Slope/Carroll Gardens,Sub-Borough Area,2000,,"$100,070",25.1%,8.6%,105555
1241,Park Slope/Carroll Gardens,Sub-Borough Area,2001,,,,,
1242,Park Slope/Carroll Gardens,Sub-Borough Area,2002,,,,,
1243,Park Slope/Carroll Gardens,Sub-Borough Area,2003,,,,,
1244,Park Slope/Carroll Gardens,Sub-Borough Area,2004,,,,,
1245,Park Slope/Carroll Gardens,Sub-Borough Area,2005,,"$87,720",24.4%,8.8%,"112,313"
1246,Park Slope/Carroll Gardens,Sub-Borough Area,2005-2009,,,,,
1247,Park Slope/Carroll Gardens,Sub-Borough Area,2006,,"$112,370",26.3%,8.1%,"110,032"
1248,Park Slope/Carroll Gardens,Sub-Borough Area,2006-2010,,,,,
1249,Park Slope/Carroll Gardens,Sub-Borough Area,2007,,"$112,360",27.8%,9.9%,"108,989"
1250,Park Slope/Carroll Gardens,Sub-Borough Area,2007-2011,,,,,
1251,Park Slope/Carroll Gardens,Sub-Borough Area,2008,,"$115,270",25.0%,10.3%,"118,144"
1252,Park Slope/Carroll Gardens,Sub-Borough Area,2008-2012,,,,,
1253,Park Slope/Carroll Gardens,Sub-Borough Area,2009,,"$127,380",27.0%,8.9%,"118,886"
1254,Park Slope/Carroll Gardens,Sub-Borough Area,2009-2013,,,,,
1255,Park Slope/Carroll Gardens,Sub-Borough Area,2010,,"$115,080",29.2%,7.8%,"119,558"
1256,Park Slope/Carroll Gardens,Sub-Borough Area,2010-2014,,,,,
1257,Park Slope/Carroll Gardens,Sub-Borough Area,2011,,"$117,770",27.8%,8.9%,"112,066"
1258,Park Slope/Carroll Gardens,Sub-Borough Area,2011-2015,,,,,
1259,Park Slope/Carroll Gardens,Sub-Borough Area,2012,,"$115,300",23.1%,10.5%,"109,204"
1260,Park Slope/Carroll Gardens,Sub-Borough Area,2012-2016,,,,,
1261,Park Slope/Carroll Gardens,Sub-Borough Area,2013,,"$132,450",30.4%,8.4%,116339
1262,Park Slope/Carroll Gardens,Sub-Borough Area,2013-2017,,,,,
1263,Park Slope/Carroll Gardens,Sub-Borough Area,2014,,"$145,180",32.2%,8.5%,125062
1264,Park Slope/Carroll Gardens,Sub-Borough Area,2014-2018,,,,,
1265,Park Slope/Carroll Gardens,Sub-Borough Area,2015,,"$142,980",29.0%,9.9%,117037
1266,Park Slope/Carroll Gardens,Sub-Borough Area,2015-2019,,,,,
1267,Park Slope/Carroll Gardens,Sub-Borough Area,2016,,"$131,810",31.3%,9.4%,114007
1268,Park Slope/Carroll Gardens,Sub-Borough Area,2016-2020,,,,,
1269,Park Slope/Carroll Gardens,Sub-Borough Area,2017,,"$167,780",32.2%,9.9%,116209
1270,Park Slope/Carroll Gardens,Sub-Borough Area,2017-2021,,,,,
1271,Park Slope/Carroll Gardens,Sub-Borough Area,2018,,"$149,790",29.2%,11.9%,116351
1272,Park Slope/Carroll Gardens,Sub-Borough Area,2018-2022,,,,,
1273,Park Slope/Carroll Gardens,Sub-Borough Area,2019,,"$186,530",34.6%,10.6%,114043
1274,Park Slope/Carroll Gardens,Sub-Borough Area,2019-2023,,,,,
1275,Park Slope/Carroll Gardens,Sub-Borough Area,2020,,,,,
1276,Park Slope/Carroll Gardens,Sub-Borough Area,2021,,"$165,480",28.3%,11.1%,"117,511"
1277,Park Slope/Carroll Gardens,Sub-Borough Area,2022,,"$168,580",20.8%,14.6%,107930
1278,Park Slope/Carroll Gardens,Sub-Borough Area,2023,,"$165,910",26.3%,13.4%,"123,309"
1279,Park Slope/Carroll Gardens,Sub-Borough Area,2024,,,,,
1280,Sunset Park,Sub-Borough Area,2000,,"$62,690",42.4%,9.1%,"139,269"
1281,Sunset Park,Sub-Borough Area,2001,,,,,
1282,Sunset Park,Sub-Borough Area,2002,,,,,
1283,Sunset Park,Sub-Borough Area,2003,,,,,
1284,Sunset Park,Sub-Borough Area,2004,,,,,
1285,Sunset Park,Sub-Borough Area,2005,,"$46,860",41.8%,10.1%,"139,547"
1286,Sunset Park,Sub-Borough Area,2005-2009,,,,,
1287,Sunset Park,Sub-Borough Area,2006,,"$70,970",40.5%,8.8%,"153,066"
1288,Sunset Park,Sub-Borough Area,2006-2010,,,,,
1289,Sunset Park,Sub-Borough Area,2007,,"$56,830",40.2%,10.4%,146760
1290,Sunset Park,Sub-Borough Area,2007-2011,,,,,
1291,Sunset Park,Sub-Borough Area,2008,,"$62,230",41.6%,10.9%,147678
1292,Sunset Park,Sub-Borough Area,2008-2012,,,,,
1293,Sunset Park,Sub-Borough Area,2009,,"$55,240",36.1%,9.8%,"158,333"
1294,Sunset Park,Sub-Borough Area,2009-2013,,,,,
1295,Sunset Park,Sub-Borough Area,2010,,"$56,060",37.8%,8.3%,"141,190"
1296,Sunset Park,Sub-Borough Area,2010-2014,,,,,
1297,Sunset Park,Sub-Borough Area,2011,,"$57,400",38.4%,7.6%,"152,038"
1298,Sunset Park,Sub-Borough Area,2011-2015,,,,,
1299,Sunset Park,Sub-Borough Area,2012,,"$54,800",43.0%,8.6%,"151,902"
1300,Sunset Park,Sub-Borough Area,2012-2016,,,,,
1301,Sunset Park,Sub-Borough Area,2013,,"$58,650",43.9%,8.7%,"154,422"
1302,Sunset Park,Sub-Borough Area,2013-2017,,,,,
1303,Sunset Park,Sub-Borough Area,2014,,"$61,710",41.2%,7.5%,"152,685"
1304,Sunset Park,Sub-Borough Area,2014-2018,,,,,
1305,Sunset Park,Sub-Borough Area,2015,,"$58,000",39.8%,10.0%,"149,773"
1306,Sunset Park,Sub-Borough Area,2015-2019,,,,,
1307,Sunset Park,Sub-Borough Area,2016,,"$67,590",39.6%,10.0%,"149,399"
1308,Sunset Park,Sub-Borough Area,2016-2020,,,,,
1309,Sunset Park,Sub-Borough Area,2017,,"$70,680",40.9%,10.7%,"144,332"
1310,Sunset Park,Sub-Borough Area,2017-2021,,,,,
1311,Sunset Park,Sub-Borough Area,2018,,"$76,280",38.5%,11.0%,"132,875"
1312,Sunset Park,Sub-Borough Area,2018-2022,,,,,
1313,Sunset Park,Sub-Borough Area,2019,,"$81,550",37.0%,12.2%,"130,783"
1314,Sunset Park,Sub-Borough Area,2019-2023,,,,,
1315,Sunset Park,Sub-Borough Area,2020,,,,,
1316,Sunset Park,Sub-Borough Area,2021,,"$67,280",39.3%,11.4%,"134,945"
1317,Sunset Park,Sub-Borough Area,2022,,"$89,660",36.1%,12.5%,"129,890"
1318,Sunset Park,Sub-Borough Area,2023,,"$90,450",31.0%,16.3%,117774
1319,Sunset Park,Sub-Borough Area,2024,,,,,
1320,North Crown Heights/Prospect Heights,Sub-Borough Area,2000,,"$56,650",38.2%,9.6%,123117
1321,North Crown Heights/Prospect Heights,Sub-Borough Area,2001,,,,,
1322,North Crown Heights/Prospect Heights,Sub-Borough Area,2002,,,,,
1323,North Crown Heights/Prospect Heights,Sub-Borough Area,2003,,,,,
1324,North Crown Heights/Prospect Heights,Sub-Borough Area,2004,,,,,
1325,North Crown Heights/Prospect Heights,Sub-Borough Area,2005,,"$37,580",39.2%,9.7%,128655
1326,North Crown Heights/Prospect Heights,Sub-Borough Area,2005-2009,,,,,
1327,North Crown Heights/Prospect Heights,Sub-Borough Area,2006,,"$58,340",35.1%,9.5%,127013
1328,North Crown Heights/Prospect Heights,Sub-Borough Area,2006-2010,,,,,
1329,North Crown Heights/Prospect Heights,Sub-Borough Area,2007,,"$52,310",35.2%,10.5%,129870
1330,North Crown Heights/Prospect Heights,Sub-Borough Area,2007-2011,,,,,
1331,North Crown Heights/Prospect Heights,Sub-Borough Area,2008,,"$55,360",28.2%,11.5%,122392
1332,North Crown Heights/Prospect Heights,Sub-Borough Area,2008-2012,,,,,
1333,North Crown Heights/Prospect Heights,Sub-Borough Area,2009,,"$54,230",30.8%,9.9%,125931
1334,North Crown Heights/Prospect Heights,Sub-Borough Area,2009-2013,,,,,
1335,North Crown Heights/Prospect Heights,Sub-Borough Area,2010,,"$53,520",30.7%,9.1%,119323
1336,North Crown Heights/Prospect Heights,Sub-Borough Area,2010-2014,,,,,
1337,North Crown Heights/Prospect Heights,Sub-Borough Area,2011,,"$54,660",31.3%,9.7%,126360
1338,North Crown Heights/Prospect Heights,Sub-Borough Area,2011-2015,,,,,
1339,North Crown Heights/Prospect Heights,Sub-Borough Area,2012,,"$55,170",24.9%,11.9%,120243
1340,North Crown Heights/Prospect Heights,Sub-Borough Area,2012-2016,,,,,
1341,North Crown Heights/Prospect Heights,Sub-Borough Area,2013,,"$50,790",30.8%,10.9%,127050
1342,North Crown Heights/Prospect Heights,Sub-Borough Area,2013-2017,,,,,
1343,North Crown Heights/Prospect Heights,Sub-Borough Area,2014,,"$57,670",27.7%,10.2%,"126,747"
1344,North Crown Heights/Prospect Heights,Sub-Borough Area,2014-2018,,,,,
1345,North Crown Heights/Prospect Heights,Sub-Borough Area,2015,,"$58,640",27.5%,10.1%,"131,303"
1346,North Crown Heights/Prospect Heights,Sub-Borough Area,2015-2019,,,,,
1347,North Crown Heights/Prospect Heights,Sub-Borough Area,2016,,"$65,850",24.6%,11.6%,134788
1348,North Crown Heights/Prospect Heights,Sub-Borough Area,2016-2020,,,,,
1349,North Crown Heights/Prospect Heights,Sub-Borough Area,2017,,"$74,810",24.8%,10.8%,141725
1350,North Crown Heights/Prospect Heights,Sub-Borough Area,2017-2021,,,,,
1351,North Crown Heights/Prospect Heights,Sub-Borough Area,2018,,"$80,010",26.7%,12.3%,"136,367"
1352,North Crown Heights/Prospect Heights,Sub-Borough Area,2018-2022,,,,,
1353,North Crown Heights/Prospect Heights,Sub-Borough Area,2019,,"$89,430",21.9%,13.6%,"128,327"
1354,North Crown Heights/Prospect Heights,Sub-Borough Area,2019-2023,,,,,
1355,North Crown Heights/Prospect Heights,Sub-Borough Area,2020,,,,,
1356,North Crown Heights/Prospect Heights,Sub-Borough Area,2021,,"$83,580",20.6%,11.1%,138614
1357,North Crown Heights/Prospect Heights,Sub-Borough Area,2022,,"$84,700",20.5%,11.9%,"107,419"
1358,North Crown Heights/Prospect Heights,Sub-Borough Area,2023,,"$94,980",20.6%,13.4%,107301
1359,North Crown Heights/Prospect Heights,Sub-Borough Area,2024,,,,,
1360,South Crown Heights,Sub-Borough Area,2000,,"$57,210",42.2%,9.7%,112670
1361,South Crown Heights,Sub-Borough Area,2001,,,,,
1362,South Crown Heights,Sub-Borough Area,2002,,,,,
1363,South Crown Heights,Sub-Borough Area,2003,,,,,
1364,South Crown Heights,Sub-Borough Area,2004,,,,,
1365,South Crown Heights,Sub-Borough Area,2005,,"$46,030",41.5%,8.9%,"108,000"
1366,South Crown Heights,Sub-Borough Area,2005-2009,,,,,
1367,South Crown Heights,Sub-Borough Area,2006,,"$51,720",34.7%,10.2%,"110,333"
1368,South Crown Heights,Sub-Borough Area,2006-2010,,,,,
1369,South Crown Heights,Sub-Borough Area,2007,,"$57,280",35.4%,12.9%,"112,052"
1370,South Crown Heights,Sub-Borough Area,2007-2011,,,,,
1371,South Crown Heights,Sub-Borough Area,2008,,"$52,920",32.7%,10.2%,"111,833"
1372,South Crown Heights,Sub-Borough Area,2008-2012,,,,,
1373,South Crown Heights,Sub-Borough Area,2009,,"$52,940",34.8%,11.1%,"109,170"
1374,South Crown Heights,Sub-Borough Area,2009-2013,,,,,
1375,South Crown Heights,Sub-Borough Area,2010,,"$53,830",34.4%,11.1%,"107,419"
1376,South Crown Heights,Sub-Borough Area,2010-2014,,,,,
1377,South Crown Heights,Sub-Borough Area,2011,,"$50,520",32.6%,12.4%,113947
1378,South Crown Heights,Sub-Borough Area,2011-2015,,,,,
1379,South Crown Heights,Sub-Borough Area,2012,,"$51,070",32.2%,13.7%,113485
1380,South Crown Heights,Sub-Borough Area,2012-2016,,,,,
1381,South Crown Heights,Sub-Borough Area,2013,,"$60,240",33.5%,12.8%,103822
1382,South Crown Heights,Sub-Borough Area,2013-2017,,,,,
1383,South Crown Heights,Sub-Borough Area,2014,,"$53,700",29.2%,12.4%,109337
1384,South Crown Heights,Sub-Borough Area,2014-2018,,,,,
1385,South Crown Heights,Sub-Borough Area,2015,,"$57,980",28.6%,13.5%,115092
1386,South Crown Heights,Sub-Borough Area,2015-2019,,,,,
1387,South Crown Heights,Sub-Borough Area,2016,,"$64,460",26.7%,13.6%,110382
1388,South Crown Heights,Sub-Borough Area,2016-2020,,,,,
1389,South Crown Heights,Sub-Borough Area,2017,,"$63,570",26.4%,15.3%,113212
1390,South Crown Heights,Sub-Borough Area,2017-2021,,,,,
1391,South Crown Heights,Sub-Borough Area,2018,,"$76,140",25.2%,14.4%,111448
1392,South Crown Heights,Sub-Borough Area,2018-2022,,,,,
1393,South Crown Heights,Sub-Borough Area,2019,,"$80,140",21.9%,14.0%,106258
1394,South Crown Heights,Sub-Borough Area,2019-2023,,,,,
1395,South Crown Heights,Sub-Borough Area,2020,,,,,
1396,South Crown Heights,Sub-Borough Area,2021,,"$71,980",20.1%,18.3%,"109,967"
1397,South Crown Heights,Sub-Borough Area,2022,,"$83,100",22.6%,14.0%,94109
1398,South Crown Heights,Sub-Borough Area,2023,,"$70,340",19.0%,18.3%,"97,430"
1399,South Crown Heights,Sub-Borough Area,2024,,,,,
1400,Bay Ridge,Sub-Borough Area,2000,,"$81,190",26.3%,16.2%,"119,871"
1401,Bay Ridge,Sub-Borough Area,2001,,,,,
1402,Bay Ridge,Sub-Borough Area,2002,,,,,
1403,Bay Ridge,Sub-Borough Area,2003,,,,,
1404,Bay Ridge,Sub-Borough Area,2004,,,,,
1405,Bay Ridge,Sub-Borough Area,2005,,"$60,180",26.2%,13.9%,124339
1406,Bay Ridge,Sub-Borough Area,2005-2009,,,,,
1407,Bay Ridge,Sub-Borough Area,2006,,"$83,430",27.5%,15.8%,123447
1408,Bay Ridge,Sub-Borough Area,2006-2010,,,,,
1409,Bay Ridge,Sub-Borough Area,2007,,"$72,500",27.8%,17.9%,"126,730"
1410,Bay Ridge,Sub-Borough Area,2007-2011,,,,,
1411,Bay Ridge,Sub-Borough Area,2008,,"$77,730",22.3%,18.2%,"121,390"
1412,Bay Ridge,Sub-Borough Area,2008-2012,,,,,
1413,Bay Ridge,Sub-Borough Area,2009,,"$74,710",30.5%,15.6%,"128,811"
1414,Bay Ridge,Sub-Borough Area,2009-2013,,,,,
1415,Bay Ridge,Sub-Borough Area,2010,,"$67,110",29.7%,13.1%,"137,599"
1416,Bay Ridge,Sub-Borough Area,2010-2014,,,,,
1417,Bay Ridge,Sub-Borough Area,2011,,"$76,280",31.4%,14.2%,"132,931"
1418,Bay Ridge,Sub-Borough Area,2011-2015,,,,,
1419,Bay Ridge,Sub-Borough Area,2012,,"$69,340",32.3%,14.7%,"127,481"
1420,Bay Ridge,Sub-Borough Area,2012-2016,,,,,
1421,Bay Ridge,Sub-Borough Area,2013,,"$76,280",29.4%,15.9%,"127,683"
1422,Bay Ridge,Sub-Borough Area,2013-2017,,,,,
1423,Bay Ridge,Sub-Borough Area,2014,,"$72,810",29.8%,13.6%,"128,545"
1424,Bay Ridge,Sub-Borough Area,2014-2018,,,,,
1425,Bay Ridge,Sub-Borough Area,2015,,"$82,580",28.1%,16.5%,"122,418"
1426,Bay Ridge,Sub-Borough Area,2015-2019,,,,,
1427,Bay Ridge,Sub-Borough Area,2016,,"$84,480",27.5%,15.0%,"118,804"
1428,Bay Ridge,Sub-Borough Area,2016-2020,,,,,
1429,Bay Ridge,Sub-Borough Area,2017,,"$85,480",28.4%,17.1%,"123,488"
1430,Bay Ridge,Sub-Borough Area,2017-2021,,,,,
1431,Bay Ridge,Sub-Borough Area,2018,,"$88,430",27.2%,17.8%,"125,200"
1432,Bay Ridge,Sub-Borough Area,2018-2022,,,,,
1433,Bay Ridge,Sub-Borough Area,2019,,"$92,000",27.1%,18.8%,"121,925"
1434,Bay Ridge,Sub-Borough Area,2019-2023,,,,,
1435,Bay Ridge,Sub-Borough Area,2020,,,,,
1436,Bay Ridge,Sub-Borough Area,2021,,"$84,190",24.3%,19.0%,111952
1437,Bay Ridge,Sub-Borough Area,2022,,"$87,610",28.3%,21.9%,116696
1438,Bay Ridge,Sub-Borough Area,2023,,"$91,920",27.1%,19.6%,"126,771"
1439,Bay Ridge,Sub-Borough Area,2024,,,,,
1440,Bensonhurst,Sub-Borough Area,2000,,"$64,200",31.9%,17.0%,"171,778"
1441,Bensonhurst,Sub-Borough Area,2001,,,,,
1442,Bensonhurst,Sub-Borough Area,2002,,,,,
1443,Bensonhurst,Sub-Borough Area,2003,,,,,
1444,Bensonhurst,Sub-Borough Area,2004,,,,,
1445,Bensonhurst,Sub-Borough Area,2005,,"$49,670",33.0%,15.5%,181857
1446,Bensonhurst,Sub-Borough Area,2005-2009,,,,,
1447,Bensonhurst,Sub-Borough Area,2006,,"$58,630",31.9%,18.0%,174593
1448,Bensonhurst,Sub-Borough Area,2006-2010,,,,,
1449,Bensonhurst,Sub-Borough Area,2007,,"$61,110",30.4%,19.2%,184258
1450,Bensonhurst,Sub-Borough Area,2007-2011,,,,,
1451,Bensonhurst,Sub-Borough Area,2008,,"$54,790",32.6%,15.8%,183083
1452,Bensonhurst,Sub-Borough Area,2008-2012,,,,,
1453,Bensonhurst,Sub-Borough Area,2009,,"$54,440",29.0%,19.3%,163384
1454,Bensonhurst,Sub-Borough Area,2009-2013,,,,,
1455,Bensonhurst,Sub-Borough Area,2010,,"$53,070",29.4%,20.5%,164506
1456,Bensonhurst,Sub-Borough Area,2010-2014,,,,,
1457,Bensonhurst,Sub-Borough Area,2011,,"$59,990",32.4%,15.0%,181227
1458,Bensonhurst,Sub-Borough Area,2011-2015,,,,,
1459,Bensonhurst,Sub-Borough Area,2012,,"$66,180",32.9%,15.3%,"189,420"
1460,Bensonhurst,Sub-Borough Area,2012-2016,,,,,
1461,Bensonhurst,Sub-Borough Area,2013,,"$61,510",34.6%,14.0%,"184,907"
1462,Bensonhurst,Sub-Borough Area,2013-2017,,,,,
1463,Bensonhurst,Sub-Borough Area,2014,,"$61,320",35.6%,15.4%,187637
1464,Bensonhurst,Sub-Borough Area,2014-2018,,,,,
1465,Bensonhurst,Sub-Borough Area,2015,,"$64,170",34.8%,14.8%,187861
1466,Bensonhurst,Sub-Borough Area,2015-2019,,,,,
1467,Bensonhurst,Sub-Borough Area,2016,,"$64,820",33.3%,15.0%,"189,426"
1468,Bensonhurst,Sub-Borough Area,2016-2020,,,,,
1469,Bensonhurst,Sub-Borough Area,2017,,"$66,580",37.3%,14.3%,"205,850"
1470,Bensonhurst,Sub-Borough Area,2017-2021,,,,,
1471,Bensonhurst,Sub-Borough Area,2018,,"$66,510",34.4%,15.7%,"186,850"
1472,Bensonhurst,Sub-Borough Area,2018-2022,,,,,
1473,Bensonhurst,Sub-Borough Area,2019,,"$68,650",34.5%,16.5%,"186,959"
1474,Bensonhurst,Sub-Borough Area,2019-2023,,,,,
1475,Bensonhurst,Sub-Borough Area,2020,,,,,
1476,Bensonhurst,Sub-Borough Area,2021,,"$64,000",33.9%,16.1%,206519
1477,Bensonhurst,Sub-Borough Area,2022,,"$63,810",29.2%,18.7%,"184,415"
1478,Bensonhurst,Sub-Borough Area,2023,,"$71,610",32.5%,18.3%,180729
1479,Bensonhurst,Sub-Borough Area,2024,,,,,
1480,Borough Park,Sub-Borough Area,2000,,"$59,860",41.1%,13.2%,158548
1481,Borough Park,Sub-Borough Area,2001,,,,,
1482,Borough Park,Sub-Borough Area,2002,,,,,
1483,Borough Park,Sub-Borough Area,2003,,,,,
1484,Borough Park,Sub-Borough Area,2004,,,,,
1485,Borough Park,Sub-Borough Area,2005,,"$40,450",38.3%,13.3%,"154,525"
1486,Borough Park,Sub-Borough Area,2005-2009,,,,,
1487,Borough Park,Sub-Borough Area,2006,,"$60,630",41.1%,11.0%,"155,509"
1488,Borough Park,Sub-Borough Area,2006-2010,,,,,
1489,Borough Park,Sub-Borough Area,2007,,"$56,000",40.8%,11.6%,"176,198"
1490,Borough Park,Sub-Borough Area,2007-2011,,,,,
1491,Borough Park,Sub-Borough Area,2008,,"$56,890",40.4%,11.4%,"170,292"
1492,Borough Park,Sub-Borough Area,2008-2012,,,,,
1493,Borough Park,Sub-Borough Area,2009,,"$57,830",42.2%,8.8%,163645
1494,Borough Park,Sub-Borough Area,2009-2013,,,,,
1495,Borough Park,Sub-Borough Area,2010,,"$50,150",45.5%,9.3%,168915
1496,Borough Park,Sub-Borough Area,2010-2014,,,,,
1497,Borough Park,Sub-Borough Area,2011,,"$46,380",44.5%,10.3%,162087
1498,Borough Park,Sub-Borough Area,2011-2015,,,,,
1499,Borough Park,Sub-Borough Area,2012,,"$50,030",39.9%,10.3%,162352
1500,Borough Park,Sub-Borough Area,2012-2016,,,,,
1501,Borough Park,Sub-Borough Area,2013,,"$52,790",42.8%,11.1%,161036
1502,Borough Park,Sub-Borough Area,2013-2017,,,,,
1503,Borough Park,Sub-Borough Area,2014,,"$55,510",44.2%,10.5%,170011
1504,Borough Park,Sub-Borough Area,2014-2018,,,,,
1505,Borough Park,Sub-Borough Area,2015,,"$55,380",44.2%,11.2%,161856
1506,Borough Park,Sub-Borough Area,2015-2019,,,,,
1507,Borough Park,Sub-Borough Area,2016,,"$58,110",44.4%,11.8%,151250
1508,Borough Park,Sub-Borough Area,2016-2020,,,,,
1509,Borough Park,Sub-Borough Area,2017,,"$56,460",41.1%,14.5%,146556
1510,Borough Park,Sub-Borough Area,2017-2021,,,,,
1511,Borough Park,Sub-Borough Area,2018,,"$61,740",40.5%,12.4%,138570
1512,Borough Park,Sub-Borough Area,2018-2022,,,,,
1513,Borough Park,Sub-Borough Area,2019,,"$66,170",44.0%,11.9%,153470
1514,Borough Park,Sub-Borough Area,2019-2023,,,,,
1515,Borough Park,Sub-Borough Area,2020,,,,,
1516,Borough Park,Sub-Borough Area,2021,,"$66,030",43.9%,11.5%,"172,253"
1517,Borough Park,Sub-Borough Area,2022,,"$71,190",45.7%,11.4%,"191,368"
1518,Borough Park,Sub-Borough Area,2023,,"$69,730",41.3%,12.8%,"196,201"
1519,Borough Park,Sub-Borough Area,2024,,,,,
1520,Coney Island,Sub-Borough Area,2000,,"$46,260",29.3%,20.7%,"116,138"
1521,Coney Island,Sub-Borough Area,2001,,,,,
1522,Coney Island,Sub-Borough Area,2002,,,,,
1523,Coney Island,Sub-Borough Area,2003,,,,,
1524,Coney Island,Sub-Borough Area,2004,,,,,
1525,Coney Island,Sub-Borough Area,2005,,"$31,330",23.4%,22.6%,"109,576"
1526,Coney Island,Sub-Borough Area,2005-2009,,,,,
1527,Coney Island,Sub-Borough Area,2006,,"$42,380",21.8%,26.1%,"103,687"
1528,Coney Island,Sub-Borough Area,2006-2010,,,,,
1529,Coney Island,Sub-Borough Area,2007,,"$46,050",23.0%,25.9%,"108,484"
1530,Coney Island,Sub-Borough Area,2007-2011,,,,,
1531,Coney Island,Sub-Borough Area,2008,,"$46,060",22.6%,29.1%,"104,974"
1532,Coney Island,Sub-Borough Area,2008-2012,,,,,
1533,Coney Island,Sub-Borough Area,2009,,"$46,000",22.1%,25.4%,"111,063"
1534,Coney Island,Sub-Borough Area,2009-2013,,,,,
1535,Coney Island,Sub-Borough Area,2010,,"$40,400",24.2%,22.4%,"103,112"
1536,Coney Island,Sub-Borough Area,2010-2014,,,,,
1537,Coney Island,Sub-Borough Area,2011,,"$37,920",18.4%,24.2%,"102,351"
1538,Coney Island,Sub-Borough Area,2011-2015,,,,,
1539,Coney Island,Sub-Borough Area,2012,,"$39,630",24.8%,22.7%,"100,695"
1540,Coney Island,Sub-Borough Area,2012-2016,,,,,
1541,Coney Island,Sub-Borough Area,2013,,"$40,140",24.6%,23.9%,"106,249"
1542,Coney Island,Sub-Borough Area,2013-2017,,,,,
1543,Coney Island,Sub-Borough Area,2014,,"$37,990",26.9%,24.1%,"110,727"
1544,Coney Island,Sub-Borough Area,2014-2018,,,,,
1545,Coney Island,Sub-Borough Area,2015,,"$51,670",29.7%,20.0%,"122,781"
1546,Coney Island,Sub-Borough Area,2015-2019,,,,,
1547,Coney Island,Sub-Borough Area,2016,,"$49,760",26.1%,22.8%,"116,847"
1548,Coney Island,Sub-Borough Area,2016-2020,,,,,
1549,Coney Island,Sub-Borough Area,2017,,"$44,950",27.9%,23.7%,"122,009"
1550,Coney Island,Sub-Borough Area,2017-2021,,,,,
1551,Coney Island,Sub-Borough Area,2018,,"$48,570",25.6%,26.2%,113339
1552,Coney Island,Sub-Borough Area,2018-2022,,,,,
1553,Coney Island,Sub-Borough Area,2019,,"$48,910",25.0%,25.5%,115277
1554,Coney Island,Sub-Borough Area,2019-2023,,,,,
1555,Coney Island,Sub-Borough Area,2020,,,,,
1556,Coney Island,Sub-Borough Area,2021,,"$47,500",22.2%,28.3%,"120,401"
1557,Coney Island,Sub-Borough Area,2022,,"$46,490",26.3%,24.0%,119482
1558,Coney Island,Sub-Borough Area,2023,,"$43,000",19.8%,31.4%,"108,087"
1559,Coney Island,Sub-Borough Area,2024,,,,,
1560,Flatbush,Sub-Borough Area,2000,,"$66,090",41.8%,10.8%,"166,315"
1561,Flatbush,Sub-Borough Area,2001,,,,,
1562,Flatbush,Sub-Borough Area,2002,,,,,
1563,Flatbush,Sub-Borough Area,2003,,,,,
